Maricopa County Block Groups GEO_ID,Geographic Area Name,Total,White,Black,Latitutde,Longitude,Native American,Asian,Pacific Islander,Other,Two Race
040132168341,"Block Group 1, Census Tract 2168.34, Maricopa County, Arizona",1240,1166,15,33.559869,-111.920654,7,23,1,5,23
040132168342,"Block Group 2, Census Tract 2168.34, Maricopa County, Arizona",978,946,7,33.553824,-111.912569,0,13,0,8,4
040132168351,"Block Group 1, Census Tract 2168.35, Maricopa County, Arizona",1707,1469,32,33.551045,-111.903043,20,96,6,33,51
040132168352,"Block Group 2, Census Tract 2168.35, Maricopa County, Arizona",776,727,10,33.54406,-111.915984,0,20,1,5,13
040132168361,"Block Group 1, Census Tract 2168.36, Maricopa County, Arizona",2055,1919,13,33.589865,-111.862314,6,47,2,20,48
040132168362,"Block Group 2, Census Tract 2168.36, Maricopa County, Arizona",1525,1393,26,33.585782,-111.849724,16,37,0,15,38
040132168371,"Block Group 1, Census Tract 2168.37, Maricopa County, Arizona",1121,996,20,33.593095,-111.837436,5,35,2,25,38
040132168372,"Block Group 2, Census Tract 2168.37, Maricopa County, Arizona",1870,1675,45,33.587956,-111.840843,14,74,0,24,38
040132168373,"Block Group 3, Census Tract 2168.37, Maricopa County, Arizona",1617,1345,50,33.586361,-111.829581,25,106,5,31,55
040132168381,"Block Group 1, Census Tract 2168.38, Maricopa County, Arizona",1767,1481,36,33.608114,-111.878074,25,135,1,31,58
040132168382,"Block Group 2, Census Tract 2168.38, Maricopa County, Arizona",1300,1199,10,33.607739,-111.886525,0,63,1,8,19
040132168383,"Block Group 3, Census Tract 2168.38, Maricopa County, Arizona",1724,1526,30,33.601192,-111.883402,2,92,1,31,42
040132168391,"Block Group 1, Census Tract 2168.39, Maricopa County, Arizona",1218,1108,13,33.608354,-111.869635,2,65,1,3,26
040132168392,"Block Group 2, Census Tract 2168.39, Maricopa County, Arizona",1282,1164,15,33.607273,-111.860766,6,72,0,6,19
040132168393,"Block Group 3, Census Tract 2168.39, Maricopa County, Arizona",1453,1342,15,33.600912,-111.861721,2,51,0,7,36
040132168401,"Block Group 1, Census Tract 2168.40, Maricopa County, Arizona",2565,2324,34,33.70625,-111.917459,2,108,8,30,59
040132168402,"Block Group 2, Census Tract 2168.40, Maricopa County, Arizona",1027,983,9,33.720788,-111.902851,2,29,0,3,1
040132168403,"Block Group 3, Census Tract 2168.40, Maricopa County, Arizona",1002,952,11,33.706715,-111.899725,1,20,3,2,13
040132168411,"Block Group 1, Census Tract 2168.41, Maricopa County, Arizona",1031,996,4,33.691623,-111.899254,0,9,0,12,10
040132168412,"Block Group 2, Census Tract 2168.41, Maricopa County, Arizona",2025,1775,28,33.689245,-111.914499,1,141,4,25,51
040132168421,"Block Group 1, Census Tract 2168.42, Maricopa County, Arizona",1076,989,11,33.678582,-111.904644,0,54,0,6,16
040132168422,"Block Group 2, Census Tract 2168.42, Maricopa County, Arizona",2480,2278,20,33.676548,-111.918724,5,103,2,17,55
040132168431,"Block Group 1, Census Tract 2168.43, Maricopa County, Arizona",435,407,14,33.713778,-111.817341,0,9,0,0,5
040132168432,"Block Group 2, Census Tract 2168.43, Maricopa County, Arizona",913,875,11,33.720177,-111.873179,1,13,2,4,7
040132168433,"Block Group 3, Census Tract 2168.43, Maricopa County, Arizona",1966,1897,16,33.71746,-111.840523,3,33,0,3,14
040132168441,"Block Group 1, Census Tract 2168.44, Maricopa County, Arizona",1331,1233,13,33.667051,-111.897334,3,40,6,3,33
040132168442,"Block Group 2, Census Tract 2168.44, Maricopa County, Arizona",1634,1530,31,33.66493,-111.913785,2,39,1,5,26
040132168451,"Block Group 1, Census Tract 2168.45, Maricopa County, Arizona",954,810,17,33.63981,-111.903346,7,65,0,26,29
040132168452,"Block Group 2, Census Tract 2168.45, Maricopa County, Arizona",938,802,51,33.64714,-111.914183,1,43,0,20,21
040132168461,"Block Group 1, Census Tract 2168.46, Maricopa County, Arizona",1439,1307,13,33.633555,-111.858033,4,69,0,12,34
040132168462,"Block Group 2, Census Tract 2168.46, Maricopa County, Arizona",2211,1869,43,33.634673,-111.864695,9,176,0,39,75
040132168463,"Block Group 3, Census Tract 2168.46, Maricopa County, Arizona",1300,1175,21,33.621885,-111.859114,1,75,4,3,21
040132168464,"Block Group 4, Census Tract 2168.46, Maricopa County, Arizona",1635,1501,20,33.635224,-111.850832,3,71,0,11,29
040132168471,"Block Group 1, Census Tract 2168.47, Maricopa County, Arizona",1995,1849,12,33.667196,-111.876589,1,82,0,13,38
040132168472,"Block Group 2, Census Tract 2168.47, Maricopa County, Arizona",3830,3458,34,33.651715,-111.881324,5,221,1,25,86
040132168481,"Block Group 1, Census Tract 2168.48, Maricopa County, Arizona",1943,1752,18,33.585219,-111.810559,6,115,0,22,30
040132168482,"Block Group 2, Census Tract 2168.48, Maricopa County, Arizona",1911,1768,20,33.593973,-111.799636,2,89,0,3,29
040132168483,"Block Group 3, Census Tract 2168.48, Maricopa County, Arizona",2172,1993,21,33.596723,-111.775898,4,110,0,13,31
040132168491,"Block Group 1, Census Tract 2168.49, Maricopa County, Arizona",1185,1057,3,33.614879,-111.846708,1,83,0,10,31
040132168492,"Block Group 2, Census Tract 2168.49, Maricopa County, Arizona",842,753,9,33.598773,-111.831575,1,46,0,10,23
040132168493,"Block Group 3, Census Tract 2168.49, Maricopa County, Arizona",1681,1551,15,33.605031,-111.814515,3,72,0,8,32
040132168494,"Block Group 4, Census Tract 2168.49, Maricopa County, Arizona",3028,2782,18,33.626885,-111.841751,1,155,0,16,56
040132168501,"Block Group 1, Census Tract 2168.50, Maricopa County, Arizona",582,491,2,33.622326,-111.879573,1,67,1,10,10
040132168502,"Block Group 2, Census Tract 2168.50, Maricopa County, Arizona",2031,1762,71,33.625541,-111.883684,6,106,0,28,58
040132168503,"Block Group 3, Census Tract 2168.50, Maricopa County, Arizona",1555,1228,48,33.625926,-111.876592,10,177,1,47,44
040132168511,"Block Group 1, Census Tract 2168.51, Maricopa County, Arizona",407,381,2,33.669624,-111.834486,0,21,0,1,2
040132168512,"Block Group 2, Census Tract 2168.51, Maricopa County, Arizona",1438,1350,20,33.693212,-111.881813,6,29,0,16,17
040132168513,"Block Group 3, Census Tract 2168.51, Maricopa County, Arizona",1227,1140,6,33.679975,-111.87761,13,36,0,14,18
040132168514,"Block Group 4, Census Tract 2168.51, Maricopa County, Arizona",1071,1035,7,33.703365,-111.853638,1,15,0,5,8
040132168521,"Block Group 1, Census Tract 2168.52, Maricopa County, Arizona",1845,1609,49,33.615676,-111.880772,9,95,3,35,45
040132168522,"Block Group 2, Census Tract 2168.52, Maricopa County, Arizona",1016,898,24,33.615167,-111.887142,0,36,0,28,30
040132168531,"Block Group 1, Census Tract 2168.53, Maricopa County, Arizona",1374,1168,24,33.613671,-111.875019,11,122,0,27,22
040132168532,"Block Group 2, Census Tract 2168.53, Maricopa County, Arizona",1263,1095,22,33.617043,-111.86812,5,93,0,8,40
040132168533,"Block Group 3, Census Tract 2168.53, Maricopa County, Arizona",941,824,14,33.617501,-111.865132,2,87,1,5,8
040132168534,"Block Group 4, Census Tract 2168.53, Maricopa County, Arizona",938,804,20,33.617196,-111.874872,9,69,0,13,23
040132169011,"Block Group 1, Census Tract 2169.01, Maricopa County, Arizona",964,853,24,33.52789,-111.91211,12,19,0,22,34
040132169012,"Block Group 2, Census Tract 2169.01, Maricopa County, Arizona",1464,1392,11,33.53304,-111.919253,1,34,0,8,18
040132169013,"Block Group 3, Census Tract 2169.01, Maricopa County, Arizona",277,267,4,33.533369,-111.911919,0,2,1,1,2
040132169021,"Block Group 1, Census Tract 2169.02, Maricopa County, Arizona",2057,1895,18,33.529312,-111.896467,10,43,0,37,54
040132169022,"Block Group 2, Census Tract 2169.02, Maricopa County, Arizona",1873,1625,28,33.52895,-111.904205,40,60,10,42,68
040132170011,"Block Group 1, Census Tract 2170.01, Maricopa County, Arizona",587,555,7,33.5127,-111.915158,0,10,0,7,8
040132170012,"Block Group 2, Census Tract 2170.01, Maricopa County, Arizona",579,547,3,33.512012,-111.922747,4,10,0,6,9
040132170013,"Block Group 3, Census Tract 2170.01, Maricopa County, Arizona",891,863,3,33.52033,-111.92348,3,10,0,3,9
040132170014,"Block Group 4, Census Tract 2170.01, Maricopa County, Arizona",396,362,7,33.520913,-111.914455,0,10,0,9,8
040132170015,"Block Group 5, Census Tract 2170.01, Maricopa County, Arizona",558,548,1,33.513133,-111.911297,0,7,0,0,2
040132170016,"Block Group 6, Census Tract 2170.01, Maricopa County, Arizona",879,799,18,33.521012,-111.911047,3,26,0,13,20
040132170021,"Block Group 1, Census Tract 2170.02, Maricopa County, Arizona",1538,1434,18,33.516974,-111.893841,2,19,0,43,22
040132170022,"Block Group 2, Census Tract 2170.02, Maricopa County, Arizona",1457,1292,28,33.516519,-111.898133,7,35,7,44,44
040132170023,"Block Group 3, Census Tract 2170.02, Maricopa County, Arizona",1070,995,13,33.520393,-111.903494,6,12,0,28,16
040132170024,"Block Group 4, Census Tract 2170.02, Maricopa County, Arizona",1286,1173,16,33.512651,-111.903284,1,26,0,38,32
040132171011,"Block Group 1, Census Tract 2171.01, Maricopa County, Arizona",830,785,4,33.505733,-111.903275,4,16,0,2,19
040132171012,"Block Group 2, Census Tract 2171.01, Maricopa County, Arizona",886,705,31,33.49897,-111.906243,30,19,2,51,48
040132171013,"Block Group 3, Census Tract 2171.01, Maricopa County, Arizona",750,680,9,33.498481,-111.90242,2,13,0,22,24
040132171021,"Block Group 1, Census Tract 2171.02, Maricopa County, Arizona",1074,953,16,33.506504,-111.895834,7,22,2,38,36
040132171022,"Block Group 2, Census Tract 2171.02, Maricopa County, Arizona",1398,1295,29,33.498056,-111.896257,11,17,2,13,31
040132172011,"Block Group 1, Census Tract 2172.01, Maricopa County, Arizona",243,220,7,33.492016,-111.931265,2,6,0,1,7
040132172012,"Block Group 2, Census Tract 2172.01, Maricopa County, Arizona",1140,949,29,33.494991,-111.920371,28,51,0,50,33
040132172031,"Block Group 1, Census Tract 2172.03, Maricopa County, Arizona",991,943,11,33.504408,-111.910399,5,16,2,6,8
040132172032,"Block Group 2, Census Tract 2172.03, Maricopa County, Arizona",675,517,24,33.504934,-111.920382,8,12,0,102,12
040132172033,"Block Group 3, Census Tract 2172.03, Maricopa County, Arizona",622,607,5,33.505909,-111.91522,2,4,2,1,1
040132172034,"Block Group 4, Census Tract 2172.03, Maricopa County, Arizona",516,479,11,33.507707,-111.923295,4,10,0,2,10
040132172041,"Block Group 1, Census Tract 2172.04, Maricopa County, Arizona",1028,775,44,33.50035,-111.911146,17,28,2,119,43
040132172042,"Block Group 2, Census Tract 2172.04, Maricopa County, Arizona",1088,883,34,33.496894,-111.914457,28,20,1,79,43
040132172043,"Block Group 3, Census Tract 2172.04, Maricopa County, Arizona",1050,816,49,33.500497,-111.914846,32,30,6,93,24
040132173001,"Block Group 1, Census Tract 2173, Maricopa County, Arizona",1226,1124,21,33.504265,-111.929548,4,46,0,9,22
040132173002,"Block Group 2, Census Tract 2173, Maricopa County, Arizona",827,801,3,33.497203,-111.939142,3,7,0,4,9
040132173003,"Block Group 3, Census Tract 2173, Maricopa County, Arizona",702,658,14,33.505579,-111.937414,3,8,2,7,10
040132174001,"Block Group 1, Census Tract 2174, Maricopa County, Arizona",445,407,4,33.488763,-111.948088,1,10,4,5,14
040132174002,"Block Group 2, Census Tract 2174, Maricopa County, Arizona",731,698,3,33.477001,-111.956249,1,4,0,8,17
040132174003,"Block Group 3, Census Tract 2174, Maricopa County, Arizona",641,594,6,33.476465,-111.94904,0,21,0,7,13
040132174004,"Block Group 4, Census Tract 2174, Maricopa County, Arizona",1268,1070,36,33.482644,-111.949283,10,25,5,79,43
040132175011,"Block Group 1, Census Tract 2175.01, Maricopa County, Arizona",899,790,20,33.489495,-111.938655,14,22,2,18,33
040132175012,"Block Group 2, Census Tract 2175.01, Maricopa County, Arizona",1059,748,29,33.485672,-111.936778,21,4,4,174,79
040132175013,"Block Group 3, Census Tract 2175.01, Maricopa County, Arizona",1335,1046,73,33.483849,-111.940016,36,23,2,106,49
040132175021,"Block Group 1, Census Tract 2175.02, Maricopa County, Arizona",536,447,45,33.489627,-111.932518,7,3,1,12,21
040132175022,"Block Group 2, Census Tract 2175.02, Maricopa County, Arizona",1253,1025,49,33.484324,-111.932621,18,19,5,91,46
040132175023,"Block Group 3, Census Tract 2175.02, Maricopa County, Arizona",965,800,43,33.483016,-111.92924,8,48,1,24,41
040132176001,"Block Group 1, Census Tract 2176, Maricopa County, Arizona",1212,1091,15,33.491188,-111.914475,15,17,0,35,39
040132176002,"Block Group 2, Census Tract 2176, Maricopa County, Arizona",1544,1078,72,33.484396,-111.914854,71,49,5,210,59
040132176003,"Block Group 3, Census Tract 2176, Maricopa County, Arizona",1542,1043,69,33.483673,-111.919984,50,20,1,318,41
040132177001,"Block Group 1, Census Tract 2177, Maricopa County, Arizona",2140,1937,18,33.487907,-111.8958,14,45,1,61,64
040132177002,"Block Group 2, Census Tract 2177, Maricopa County, Arizona",1391,1234,25,33.491259,-111.904463,16,26,0,47,43
040132177003,"Block Group 3, Census Tract 2177, Maricopa County, Arizona",1386,1215,20,33.483662,-111.905312,32,43,2,28,46
040132178001,"Block Group 1, Census Tract 2178, Maricopa County, Arizona",1785,1231,50,33.468374,-111.895916,60,49,3,316,76
040132178002,"Block Group 2, Census Tract 2178, Maricopa County, Arizona",1382,1185,15,33.469674,-111.904364,23,19,3,101,36
040132178003,"Block Group 3, Census Tract 2178, Maricopa County, Arizona",1420,1217,56,33.47716,-111.904869,20,40,0,47,40
040132178004,"Block Group 4, Census Tract 2178, Maricopa County, Arizona",1472,1263,24,33.476713,-111.896233,31,19,1,93,41
040132179001,"Block Group 1, Census Tract 2179, Maricopa County, Arizona",1786,1585,44,33.474319,-111.9119,10,44,4,46,53
040132179002,"Block Group 2, Census Tract 2179, Maricopa County, Arizona",837,713,15,33.477179,-111.922341,14,16,2,42,35
040132179003,"Block Group 3, Census Tract 2179, Maricopa County, Arizona",1096,935,23,33.46951,-111.921576,29,16,1,59,33
040132180001,"Block Group 1, Census Tract 2180, Maricopa County, Arizona",1279,1043,22,33.476883,-111.930745,33,23,7,112,39
040132180002,"Block Group 2, Census Tract 2180, Maricopa County, Arizona",1475,1147,29,33.46951,-111.930068,60,26,1,174,38
040132180003,"Block Group 3, Census Tract 2180, Maricopa County, Arizona",941,850,15,33.470153,-111.938617,20,14,2,20,20
040132180004,"Block Group 4, Census Tract 2180, Maricopa County, Arizona",1693,1357,73,33.477317,-111.938496,52,22,4,107,78
040132181001,"Block Group 1, Census Tract 2181, Maricopa County, Arizona",858,720,11,33.463307,-111.933018,20,18,1,70,18
040132181002,"Block Group 2, Census Tract 2181, Maricopa County, Arizona",1003,805,23,33.460416,-111.932086,25,34,1,80,35
040132182001,"Block Group 1, Census Tract 2182, Maricopa County, Arizona",1375,1046,35,33.462858,-111.912484,46,32,4,154,58
040132182002,"Block Group 2, Census Tract 2182, Maricopa County, Arizona",1158,744,30,33.455879,-111.912557,131,23,0,179,51
040132182003,"Block Group 3, Census Tract 2182, Maricopa County, Arizona",1598,1186,37,33.454974,-111.921533,39,33,6,244,53
040132182004,"Block Group 4, Census Tract 2182, Maricopa County, Arizona",1133,869,32,33.460872,-111.921896,29,9,0,156,38
040132183001,"Block Group 1, Census Tract 2183, Maricopa County, Arizona",1304,1193,16,33.456071,-111.904589,17,43,1,10,24
040132183002,"Block Group 2, Census Tract 2183, Maricopa County, Arizona",1370,1058,82,33.461964,-111.898247,39,57,0,86,48
040132183003,"Block Group 3, Census Tract 2183, Maricopa County, Arizona",1279,1046,49,33.45935,-111.896329,28,42,1,50,63
040133184001,"Block Group 1, Census Tract 3184, Maricopa County, Arizona",1626,1344,33,33.447125,-111.922617,34,74,4,74,63
040133184002,"Block Group 2, Census Tract 3184, Maricopa County, Arizona",1789,1222,106,33.427867,-111.90157,52,71,1,274,63
040133184003,"Block Group 3, Census Tract 3184, Maricopa County, Arizona",1235,648,24,33.442848,-111.921159,54,17,1,441,50
040133185011,"Block Group 1, Census Tract 3185.01, Maricopa County, Arizona",1692,1371,46,33.456023,-111.930418,30,80,18,96,51
040133185012,"Block Group 2, Census Tract 3185.01, Maricopa County, Arizona",958,760,28,33.452235,-111.929767,25,36,2,63,44
040133185013,"Block Group 3, Census Tract 3185.01, Maricopa County, Arizona",550,497,7,33.455284,-111.937523,4,7,0,21,14
040133187001,"Block Group 1, Census Tract 3187, Maricopa County, Arizona",1989,1500,124,33.423788,-111.93259,33,96,4,123,109
040133187002,"Block Group 2, Census Tract 3187, Maricopa County, Arizona",686,518,65,33.425122,-111.938183,15,34,0,31,23
040133188001,"Block Group 1, Census Tract 3188, Maricopa County, Arizona",1309,785,194,33.423614,-111.94852,71,84,9,91,75
040133188002,"Block Group 2, Census Tract 3188, Maricopa County, Arizona",1522,920,143,33.427214,-111.956114,112,61,1,214,71
040133188003,"Block Group 3, Census Tract 3188, Maricopa County, Arizona",1449,875,148,33.423647,-111.956191,74,74,9,218,51
040133188004,"Block Group 4, Census Tract 3188, Maricopa County, Arizona",1777,1237,79,33.427748,-111.94893,51,79,5,259,67
040133189001,"Block Group 1, Census Tract 3189, Maricopa County, Arizona",2133,1368,167,33.413165,-111.958357,144,54,23,268,109
040133189002,"Block Group 2, Census Tract 3189, Maricopa County, Arizona",1363,1081,48,33.415387,-111.954166,49,37,1,117,30
040133189003,"Block Group 3, Census Tract 3189, Maricopa County, Arizona",1453,1160,51,33.414563,-111.95,24,45,1,102,70
040133189004,"Block Group 4, Census Tract 3189, Maricopa County, Arizona",1305,1110,25,33.414749,-111.945543,27,33,0,59,51
040133190001,"Block Group 1, Census Tract 3190, Maricopa County, Arizona",3743,3116,174,33.412821,-111.929317,26,157,10,117,143
040133190002,"Block Group 2, Census Tract 3190, Maricopa County, Arizona",809,705,20,33.409128,-111.932634,9,21,0,32,22
040133190003,"Block Group 3, Census Tract 3190, Maricopa County, Arizona",474,413,13,33.417935,-111.94191,10,19,0,10,9
040133190004,"Block Group 4, Census Tract 3190, Maricopa County, Arizona",4081,3236,179,33.415744,-111.92986,52,228,5,168,213
040133191011,"Block Group 1, Census Tract 3191.01, Maricopa County, Arizona",1849,1061,129,33.416517,-111.923449,71,419,0,94,75
040133191012,"Block Group 2, Census Tract 3191.01, Maricopa County, Arizona",1093,374,72,33.417631,-111.920344,48,155,21,384,39
040133191031,"Block Group 1, Census Tract 3191.03, Maricopa County, Arizona",2112,991,98,33.420219,-111.921309,52,706,2,151,112
040133191032,"Block Group 2, Census Tract 3191.03, Maricopa County, Arizona",816,484,23,33.416654,-111.913147,37,99,3,146,24
040133191033,"Block Group 3, Census Tract 3191.03, Maricopa County, Arizona",1576,1038,105,33.419663,-111.91297,55,154,6,158,60
040133191041,"Block Group 1, Census Tract 3191.04, Maricopa County, Arizona",1189,707,67,33.413136,-111.921641,47,141,1,173,53
040133191042,"Block Group 2, Census Tract 3191.04, Maricopa County, Arizona",2232,1417,211,33.409598,-111.915496,129,235,11,128,101
040133191043,"Block Group 3, Census Tract 3191.04, Maricopa County, Arizona",955,556,38,33.412384,-111.912443,39,102,2,179,39
040133191044,"Block Group 4, Census Tract 3191.04, Maricopa County, Arizona",726,390,61,33.40906,-111.920789,29,158,0,57,31
040133192011,"Block Group 1, Census Tract 3192.01, Maricopa County, Arizona",1479,856,118,33.420429,-111.89638,75,58,1,305,66
040133192012,"Block Group 2, Census Tract 3192.01, Maricopa County, Arizona",1645,967,93,33.416942,-111.904831,59,50,3,380,93
040133192013,"Block Group 3, Census Tract 3192.01, Maricopa County, Arizona",714,434,22,33.416742,-111.896785,14,28,4,180,32
040133192014,"Block Group 4, Census Tract 3192.01, Maricopa County, Arizona",1467,885,132,33.420387,-111.905105,41,129,8,206,66
040133192021,"Block Group 1, Census Tract 3192.02, Maricopa County, Arizona",1555,1021,87,33.413107,-111.90171,44,38,4,320,41
040133192022,"Block Group 2, Census Tract 3192.02, Maricopa County, Arizona",1677,1126,173,33.409323,-111.897222,88,63,4,123,100
040133193001,"Block Group 1, Census Tract 3193, Maricopa County, Arizona",2420,1508,131,33.417291,-111.885823,97,117,11,459,97
040133194011,"Block Group 1, Census Tract 3194.01, Maricopa County, Arizona",617,423,84,33.380371,-111.911925,8,29,13,29,31
040133194012,"Block Group 2, Census Tract 3194.01, Maricopa County, Arizona",1476,1172,85,33.389469,-111.921842,39,28,7,96,49
040133194013,"Block Group 3, Census Tract 3194.01, Maricopa County, Arizona",1336,1024,77,33.38977,-111.913202,21,60,22,64,68
040133194014,"Block Group 4, Census Tract 3194.01, Maricopa County, Arizona",1288,1027,71,33.382589,-111.917052,17,39,16,58,60
040133194015,"Block Group 5, Census Tract 3194.01, Maricopa County, Arizona",763,540,57,33.380607,-111.922619,12,63,0,58,33
040133194021,"Block Group 1, Census Tract 3194.02, Maricopa County, Arizona",1991,1688,61,33.389638,-111.901919,25,89,10,58,60
040133194022,"Block Group 2, Census Tract 3194.02, Maricopa County, Arizona",2097,1674,77,33.381907,-111.900548,49,88,12,118,79
040133194031,"Block Group 1, Census Tract 3194.03, Maricopa County, Arizona",1366,787,219,33.404771,-111.906714,92,33,39,145,51
040133194032,"Block Group 2, Census Tract 3194.03, Maricopa County, Arizona",1233,1114,23,33.399415,-111.896037,9,44,2,14,27
040133194033,"Block Group 3, Census Tract 3194.03, Maricopa County, Arizona",827,694,23,33.396689,-111.903391,20,18,0,42,30
040133194034,"Block Group 4, Census Tract 3194.03, Maricopa County, Arizona",1094,749,97,33.405046,-111.899396,65,33,15,88,47
040133194041,"Block Group 1, Census Tract 3194.04, Maricopa County, Arizona",1433,1217,40,33.398775,-111.887158,34,36,2,54,50
040133194042,"Block Group 2, Census Tract 3194.04, Maricopa County, Arizona",1900,1658,35,33.390474,-111.88495,31,40,8,92,36
040133195001,"Block Group 1, Census Tract 3195, Maricopa County, Arizona",1442,1255,16,33.400193,-111.919286,15,53,6,44,53
040133195002,"Block Group 2, Census Tract 3195, Maricopa County, Arizona",1169,976,58,33.399982,-111.92404,10,53,1,42,29
040133195003,"Block Group 3, Census Tract 3195, Maricopa County, Arizona",730,550,33,33.405924,-111.913533,37,27,5,43,35
040133195004,"Block Group 4, Census Tract 3195, Maricopa County, Arizona",2108,1661,90,33.398281,-111.913074,52,106,8,99,92
040133196001,"Block Group 1, Census Tract 3196, Maricopa County, Arizona",1320,1055,24,33.404209,-111.929792,16,46,44,97,38
040133196002,"Block Group 2, Census Tract 3196, Maricopa County, Arizona",1136,991,19,33.396622,-111.930813,20,35,1,22,48
040133196003,"Block Group 3, Census Tract 3196, Maricopa County, Arizona",1312,1081,28,33.396485,-111.938631,25,40,4,94,40
040133196004,"Block Group 4, Census Tract 3196, Maricopa County, Arizona",1668,1193,96,33.404218,-111.93939,76,54,1,181,67
040133197031,"Block Group 1, Census Tract 3197.03, Maricopa County, Arizona",1916,1243,170,33.382609,-111.973851,63,42,15,304,79
040133197032,"Block Group 2, Census Tract 3197.03, Maricopa County, Arizona",649,621,10,33.389756,-111.975151,1,4,0,6,7
040133197033,"Block Group 3, Census Tract 3197.03, Maricopa County, Arizona",1783,1189,172,33.390284,-111.965693,90,130,12,109,81
040133197041,"Block Group 1, Census Tract 3197.04, Maricopa County, Arizona",1483,1030,102,33.408247,-111.964445,45,55,9,159,83
040133197051,"Block Group 1, Census Tract 3197.05, Maricopa County, Arizona",1708,1023,195,33.390261,-111.956654,130,43,1,245,71
040133197052,"Block Group 2, Census Tract 3197.05, Maricopa County, Arizona",983,754,69,33.389828,-111.949584,27,34,3,62,34
040133197053,"Block Group 3, Census Tract 3197.05, Maricopa County, Arizona",721,547,46,33.389486,-111.945457,25,12,1,70,20
040133197061,"Block Group 1, Census Tract 3197.06, Maricopa County, Arizona",1522,763,58,33.382894,-111.94723,49,30,2,584,36
040133197062,"Block Group 2, Census Tract 3197.06, Maricopa County, Arizona",908,552,67,33.37994,-111.950198,21,143,1,87,37
040133197063,"Block Group 3, Census Tract 3197.06, Maricopa County, Arizona",2516,1428,216,33.382142,-111.956096,118,101,20,519,114
040133198001,"Block Group 1, Census Tract 3198, Maricopa County, Arizona",1483,847,175,33.379876,-111.936315,96,38,6,242,79
040133198002,"Block Group 2, Census Tract 3198, Maricopa County, Arizona",637,338,82,33.384146,-111.94112,38,19,6,99,55
040133198003,"Block Group 3, Census Tract 3198, Maricopa County, Arizona",709,581,30,33.388503,-111.937501,4,11,0,57,26
040133198004,"Block Group 4, Census Tract 3198, Maricopa County, Arizona",1632,900,215,33.388351,-111.941603,84,102,4,233,94
040133198005,"Block Group 5, Census Tract 3198, Maricopa County, Arizona",1160,880,81,33.382526,-111.93213,37,42,1,67,52
040133198006,"Block Group 6, Census Tract 3198, Maricopa County, Arizona",974,833,25,33.389316,-111.931283,15,27,0,44,30
040133199021,"Block Group 1, Census Tract 3199.02, Maricopa County, Arizona",1258,934,74,33.374655,-111.933812,33,34,0,134,49
040133199022,"Block Group 2, Census Tract 3199.02, Maricopa County, Arizona",1214,972,52,33.368269,-111.932019,23,16,4,102,45
040133199031,"Block Group 1, Census Tract 3199.03, Maricopa County, Arizona",2217,1605,153,33.375367,-111.924355,99,114,4,129,113
040133199032,"Block Group 2, Census Tract 3199.03, Maricopa County, Arizona",1017,857,36,33.366721,-111.915646,6,42,2,35,39
040133199033,"Block Group 3, Census Tract 3199.03, Maricopa County, Arizona",843,750,22,33.368835,-111.924409,13,19,0,26,13
040133199034,"Block Group 4, Census Tract 3199.03, Maricopa County, Arizona",1589,1343,64,33.374695,-111.915259,18,48,5,44,67
040133199041,"Block Group 1, Census Tract 3199.04, Maricopa County, Arizona",2215,1839,76,33.370788,-111.906802,21,62,9,127,81
040133199042,"Block Group 2, Census Tract 3199.04, Maricopa County, Arizona",1096,953,36,33.368204,-111.898333,8,32,2,34,31
040133199043,"Block Group 3, Census Tract 3199.04, Maricopa County, Arizona",1554,1273,64,33.374621,-111.899408,16,52,2,83,64
040133199051,"Block Group 1, Census Tract 3199.05, Maricopa County, Arizona",1607,1227,95,33.359957,-111.924268,47,46,10,109,73
040133199052,"Block Group 2, Census Tract 3199.05, Maricopa County, Arizona",1078,903,36,33.360027,-111.916098,9,50,8,20,52
040133199053,"Block Group 3, Census Tract 3199.05, Maricopa County, Arizona",1100,883,40,33.353118,-111.915997,19,27,0,100,31
040133199054,"Block Group 4, Census Tract 3199.05, Maricopa County, Arizona",1005,888,25,33.352975,-111.924677,8,55,6,16,7
040133199061,"Block Group 1, Census Tract 3199.06, Maricopa County, Arizona",2071,1768,68,33.359977,-111.905673,37,67,11,75,45
040133199062,"Block Group 2, Census Tract 3199.06, Maricopa County, Arizona",1102,846,43,33.352748,-111.904991,7,171,1,19,15
040133199071,"Block Group 1, Census Tract 3199.07, Maricopa County, Arizona",854,749,19,33.346352,-111.924467,3,48,0,24,11
040133199072,"Block Group 2, Census Tract 3199.07, Maricopa County, Arizona",1371,1247,6,33.341624,-111.918646,15,41,0,34,28
040133199081,"Block Group 1, Census Tract 3199.08, Maricopa County, Arizona",2211,1706,119,33.3577,-111.935114,66,98,10,94,118
040133199091,"Block Group 1, Census Tract 3199.09, Maricopa County, Arizona",2278,1998,68,33.342101,-111.905792,13,113,1,38,47
040133199101,"Block Group 1, Census Tract 3199.10, Maricopa County, Arizona",2285,1797,59,33.34129,-111.941754,27,285,5,46,66
040133199102,"Block Group 2, Census Tract 3199.10, Maricopa County, Arizona",1726,1507,28,33.343095,-111.933179,6,109,0,24,52
040133200011,"Block Group 1, Census Tract 3200.01, Maricopa County, Arizona",2299,1424,190,33.356574,-111.951526,75,300,8,196,106
